DiscYear,FieldGOR,OrigOil,OrigGas ,OrigBOE,CumProdOil,CumProdGas,CumProdBOE,RemOil,RemGas,RemBOE,WaterDepthCat,Field    name
1984,999999,0,23.8,4.2,0,23.8,4.2,0,0,0,SHALLOW,WC420
2000,1547,3.2,5,4.1,3.2,5,4.1,0,0,0,SHALLOW,VK738
1981,25530,0.7,18.9,4.1,0.7,18.9,4.1,0,0,0,SHALLOW,EI070
1980,0,0,23.3,4.1,0,23.3,4.1,0,0,0,SHALLOW,HI515A
1999,0,0,23,4.1,0,23,4.1,0,0,0,SHALLOW,GB108
1975,95576,0.2,21.6,4.1,0.2,21.6,4.1,0,0,0,SHALLOW,VR064
1985,53112,0.4,20.7,4.1,0.4,20.7,4.1,0,0,0,SHALLOW,SM117
1974,0,0,23.2,4.1,0,23.2,4.1,0,0,0,SHALLOW,SS115
1985,234912,0.1,21.7,4,0.1,21.7,4,0,0,0,SHALLOW,MP227
1985,6519,1.8,11.9,4,1.8,11.9,4,0,0,0,SHALLOW,EW988
1988,999999,0,22.6,4,0,22.6,4,0,0,0,SHALLOW,BA550
2009,13568,1.2,15.8,4,1.2,15.8,4,0,0,0,DEEP,GB293
1984,939783,0,22,3.9,0,22,3.9,0,0,0,SHALLOW,MU847
1998,403754,0.1,21.5,3.9,0.1,21.5,3.9,0,0,0,SHALLOW,ST217
2002,0,0,22.1,3.9,0,22.1,3.9,0,0,0,SHALLOW,HI538A
1991,119796,0.2,21,3.9,0.2,21,3.9,0,0,0,SHALLOW,EI078
1969,195143,0.1,21.2,3.9,0.1,21.2,3.9,0,0,0,SHALLOW,HI086
2001,918789,0,21,3.8,0,21,3.8,0,0,0,SHALLOW,SS279
1997,751,3.4,2.5,3.9,3.3,2.5,3.8,0.1,0,0.1,SHALLOW,SS151
1989,299033,0.1,20.3,3.7,0.1,20.3,3.7,0,0,0,SHALLOW,BA002A
1989,158327,0.1,19.9,3.7,0.1,19.9,3.7,0,0,0,SHALLOW,HI519A
1993,106156,0.2,19.5,3.7,0.2,19.5,3.7,0,0,0,SHALLOW,EI087
1984,91414,0.2,19.6,3.7,0.2,19.6,3.7,0,0,0,SHALLOW,MP125
1998,80750,0.2,19.3,3.7,0.2,19.3,3.7,0,0,0,SHALLOW,ST046
1986,20933,0.8,16.4,3.7,0.8,16.4,3.7,0,0,0,SHALLOW,ST260
2006,250085,0.1,20.6,3.7,0.1,20.6,3.7,0,0,0,DEEP,GC195
1984,1922,2.2,8.2,3.6,2.2,4.2,2.9,0,4,0.7,SHALLOW,GC060
1994,232610,0.1,20,3.6,0.1,20,3.6,0,0,0,SHALLOW,HI528A
1986,754285,0,20.3,3.6,0,20.3,3.6,0,0,0,SHALLOW,HI129A
1984,221974,0.1,19.6,3.6,0.1,19.6,3.6,0,0,0,SHALLOW,MI670
1975,1416,2.9,4.1,3.6,2.9,4.1,3.6,0,0,0,SHALLOW,EB112
1984,999999,0,20.3,3.6,0,20.3,3.6,0,0,0,SHALLOW,MO861
1976,999999,0,20.1,3.6,0,20.1,3.6,0,0,0,SHALLOW,SP072
2013,12548,1.1,13.7,3.5,0.7,9,2.3,0.4,4.7,1.2,SHALLOW,BS025
1982,173160,0.1,19.3,3.5,0.1,19.3,3.5,0,0,0,SHALLOW,EC142
2003,1304,2.8,3.6,3.4,2.4,3.4,3,0.4,0.2,0.4,SHALLOW,MP287
1989,117368,0.2,18.8,3.5,0.2,18.8,3.5,0,0,0,SHALLOW,HI009A
1976,123112,0.1,18.3,3.4,0.1,18.3,3.4,0,0,0,SHALLOW,HI540A
2001,4668,1.8,8.6,3.4,1.8,8.6,3.4,0,0,0,DEEP,EB205
1983,92306,0.2,17.8,3.4,0.2,17.8,3.4,0,0,0,SHALLOW,WC167
1995,33424,0.5,16.6,3.4,0.5,16.6,3.4,0,0,0,SHALLOW,MP198
2000,1015,2.8,2.9,3.4,2.6,1.6,2.9,0.2,1.3,0.5,SHALLOW,MU726
1976,999999,0,19.1,3.4,0,19.1,3.4,0,0,0,SHALLOW,HI290A
1991,198213,0.1,18.7,3.4,0.1,18.7,3.4,0,0,0,DEEP,GB208
1979,52501,0.3,16.6,3.3,0.3,16.6,3.3,0,0,0,SHALLOW,GI030
1990,69617,0.2,17.1,3.3,0.2,17.1,3.3,0,0,0,SHALLOW,GA319
1991,999999,0,18.7,3.3,0,18.7,3.3,0,0,0,SHALLOW,PN996
1996,0,0,18.7,3.3,0,18.7,3.3,0,0,0,SHALLOW,PS1166
1997,999999,0,18.7,3.3,0,18.7,3.3,0,0,0,SHALLOW,EB168
2004,999999,0,18.3,3.3,0,18.3,3.3,0,0,0,ULTRA-DEEP,LL005
1984,999999,0,18.3,3.3,0,18.3,3.3,0,0,0,SHALLOW,MI004A
1999,35185,0.5,15.8,3.3,0.5,15.8,3.3,0,0,0,SHALLOW,GB184
2007,999999,0,18.2,3.2,0,18.2,3.2,0,0,0,SHALLOW,MP114
1988,3320,2,6.8,3.2,2,6.8,3.2,0,0,0,SHALLOW,SS092
1979,18083,0.8,13.8,3.2,0.6,12.8,2.8,0.2,1,0.4,SHALLOW,ST030
1988,999999,0,17.9,3.2,0,17.9,3.2,0,0,0,SHALLOW,HI071A
1984,30999,0.5,15.1,3.2,0.5,15.1,3.2,0,0,0,SHALLOW,EC300
1968,460025,0,17.7,3.2,0,17.7,3.2,0,0,0,SHALLOW,BA538
1962,36591,0.4,15.6,3.2,0.4,15.6,3.2,0,0,0,SHALLOW,EC138
1991,240432,0.1,17.2,3.1,0.1,17.2,3.1,0,0,0,SHALLOW,BA542
1990,0,0,17.5,3.1,0,17.5,3.1,0,0,0,SHALLOW,MO990
1985,67875,0.2,16.3,3.1,0.2,16.3,3.1,0,0,0,SHALLOW,HI587A
1998,16037,0.8,13.1,3.1,0.8,13.1,3.1,0,0,0,SHALLOW,VR335
2003,37775,0.4,15.2,3.1,0.3,10.6,2.2,0.1,4.6,0.9,SHALLOW,SS110
1999,999999,0,17.2,3.1,0,17.2,3.1,0,0,0,SHALLOW,ST235
1986,28884,0.5,14.7,3.1,0.5,14.7,3.1,0,0,0,SHALLOW,EW868
1986,1193,2.4,2.9,3,2.4,2.9,3,0,0,0,SHALLOW,SS351
1966,13867,0.9,12.1,3,0.9,12.1,3,0,0,0,SHALLOW,GI072
1996,999999,0,16.6,3,0,16.6,3,0,0,0,SHALLOW,GI065
1993,520147,0,16.8,3,0,16.8,3,0,0,0,SHALLOW,VR112
1980,744513,0,16.7,3,0,16.7,3,0,0,0,SHALLOW,GA155A
1988,177303,0.1,16.1,3,0.1,16.1,3,0,0,0,SHALLOW,GI079
1989,266784,0.1,16.7,3,0.1,16.7,3,0,0,0,SHALLOW,BA413
2002,282928,0.1,16,2.9,0.1,16,2.9,0,0,0,SHALLOW,GA352
1985,86660,0.2,15.4,2.9,0.2,15.4,2.9,0,0,0,SHALLOW,MI639
1994,3231,1.8,5.9,2.9,1.8,5.9,2.9,0,0,0,SHALLOW,SS292
2001,32629,0.4,14,2.9,0.4,14,2.9,0,0,0,SHALLOW,ST274
1985,136727,0.1,15.6,2.9,0.1,15.6,2.9,0,0,0,SHALLOW,SS160
1971,966034,0,16.2,2.9,0,16.2,2.9,0,0,0,SHALLOW,EC294
1990,999999,0,16.5,2.9,0,16.5,2.9,0,0,0,SHALLOW,GA418
1987,999999,0,16,2.9,0,16,2.9,0,0,0,SHALLOW,WC600
1992,999999,0,16.2,2.9,0,16.2,2.9,0,0,0,SHALLOW,BA552
1982,28785,0.5,13.6,2.9,0.5,13.6,2.9,0,0,0,SHALLOW,PL002
1981,999999,0,16.4,2.9,0,16.4,2.9,0,0,0,SHALLOW,WC472
1989,999999,0,16.3,2.9,0,16.3,2.9,0,0,0,SHALLOW,HI200A
1986,349889,0,15.8,2.9,0,15.8,2.9,0,0,0,SHALLOW,WC311
1997,0,0,16.2,2.9,0,16.2,2.9,0,0,0,SHALLOW,GB179
2005,38061,0.4,14.2,2.9,0.4,14.2,2.9,0,0,0,SHALLOW,MP118
2003,11445,1,11,2.9,1,11,2.9,0,0,0,SHALLOW,EI280
1994,999999,0,16.5,2.9,0,16.5,2.9,0,0,0,SHALLOW,WD049
1963,755434,0,15.5,2.8,0,15.5,2.8,0,0,0,SHALLOW,WD064
1983,483259,0,15.4,2.8,0,15.4,2.8,0,0,0,SHALLOW,VR088
1997,180166,0.1,15.2,2.8,0.1,15.2,2.8,0,0,0,SHALLOW,MP226
1987,111930,0.1,15.2,2.8,0.1,15.2,2.8,0,0,0,SHALLOW,VR187
1976,3740,1.7,6.3,2.8,1.7,6.3,2.8,0,0,0,SHALLOW,EI324
1976,6976,1.3,8.9,2.8,1.3,8.9,2.8,0,0,0,SHALLOW,GA218A
1985,646931,0,15.4,2.8,0,15.4,2.8,0,0,0,DEEP,GB379
1979,303676,0,14.8,2.7,0,14.8,2.7,0,0,0,SHALLOW,VR355
1989,2766,1.8,5,2.7,1.8,5,2.7,0,0,0,DEEP,GB388
1992,1672,2,3.5,2.6,1.9,3.4,2.5,0.1,0.1,0.1,SHALLOW,EW989
1992,0,0,15.1,2.7,0,15.1,2.7,0,0,0,SHALLOW,GA050A
2003,70059,0.2,14.2,2.7,0.2,14.2,2.7,0,0,0,SHALLOW,SM109
1977,17930,0.6,11.7,2.7,0.5,11.4,2.5,0.1,0.3,0.2,SHALLOW,EI351
1981,999999,0,15,2.7,0,15,2.7,0,0,0,SHALLOW,MU124A
1972,46050,0.3,13,2.6,0.3,13,2.6,0,0,0,SHALLOW,EI335
1996,348958,0,14.2,2.6,0,14.2,2.6,0,0,0,SHALLOW,SM017
1981,14602,0.7,10.6,2.6,0.7,10.6,2.6,0,0,0,SHALLOW,SS250
1988,331661,0,14.4,2.6,0,14.4,2.6,0,0,0,SHALLOW,MI705
1975,0,0,14.8,2.6,0,14.8,2.6,0,0,0,DEEP,MC068
1992,0,0,14.8,2.6,0,14.8,2.6,0,0,0,SHALLOW,EI245
1984,999999,0,14.7,2.6,0,14.7,2.6,0,0,0,SHALLOW,MP126
1988,999999,0,14.5,2.6,0,14.5,2.6,0,0,0,SHALLOW,HI126A
1996,153381,0.1,14.3,2.6,0.1,14.3,2.6,0,0,0,SHALLOW,EC276
1984,0,0,14.4,2.6,0,14.4,2.6,0,0,0,SHALLOW,MO955
1999,999999,0,14.4,2.6,0,14.4,2.6,0,0,0,SHALLOW,VR083
2002,237373,0.1,14,2.6,0.1,14,2.6,0,0,0,SHALLOW,HI367A
1993,197984,0.1,14.2,2.6,0.1,14.2,2.6,0,0,0,SHALLOW,VR296
1988,0,0,14.6,2.6,0,14.6,2.6,0,0,0,SHALLOW,MP175
1987,0,0,14.3,2.5,0,14.3,2.5,0,0,0,SHALLOW,MO959
1970,39835,0.3,12.2,2.5,0.3,12.2,2.5,0,0,0,SHALLOW,MP277
1990,0,0,13.8,2.5,0,13.8,2.5,0,0,0,SHALLOW,MP262
1985,12777,0.8,9.8,2.5,0.8,9.8,2.5,0,0,0,SHALLOW,WD143
2000,59345,0.2,12.9,2.5,0.2,12.9,2.5,0,0,0,SHALLOW,EI098
2005,3291,1.6,5.1,2.5,1.5,5,2.4,0.1,0.1,0.1,SHALLOW,EI123
1997,179394,0.1,13.5,2.5,0.1,13.5,2.5,0,0,0,SHALLOW,MP250
1986,999999,0,14.1,2.5,0,14.1,2.5,0,0,0,SHALLOW,EC369
1997,134242,0.1,13,2.4,0.1,12.5,2.3,0,0.5,0.1,SHALLOW,MP062
2003,292839,0,13.1,2.4,0,13.1,2.4,0,0,0,DEEP,EB668
2016,1050,2,2.1,2.4,0,0,0,2,2.1,2.4,ULTRA-DEEP,MC609
1980,161224,0.1,12.9,2.4,0.1,12.9,2.4,0,0,0,SHALLOW,EI299
2000,291970,0,13.5,2.4,0,13.5,2.4,0,0,0,SHALLOW,WC310
1985,29997,0.4,11.1,2.4,0.4,11.1,2.4,0,0,0,SHALLOW,SS037
1963,24743,0.4,10.9,2.4,0.4,10.9,2.4,0,0,0,SHALLOW,VR054
1992,55559,0.2,12.2,2.4,0.2,12.2,2.4,0,0,0,SHALLOW,ST277
1984,999999,0,13.4,2.4,0,13.4,2.4,0,0,0,SHALLOW,HI237A
1998,14013,0.7,9.3,2.3,0.7,9.3,2.3,0,0,0,SHALLOW,MP233
1983,306708,0,12.9,2.3,0,12.9,2.3,0,0,0,SHALLOW,WC518
2002,487007,0,12.9,2.3,0,12.9,2.3,0,0,0,DEEP,GB205
1991,344810,0,12.7,2.3,0,12.7,2.3,0,0,0,SHALLOW,VR328
2000,27607,0.4,10.9,2.3,0.4,10.9,2.3,0,0,0,SHALLOW,EC144
1984,999999,0,12.9,2.3,0,12.9,2.3,0,0,0,SHALLOW,WC589
1988,999999,0,12.2,2.2,0,12.2,2.2,0,0,0,SHALLOW,VR095
2006,795440,0,12.5,2.2,0,12.5,2.2,0,0,0,SHALLOW,GB195
1998,999999,0,12.6,2.2,0,12.6,2.2,0,0,0,SHALLOW,GB139
1981,999999,0,12.2,2.2,0,12.2,2.2,0,0,0,SHALLOW,SM195
1989,865849,0,12.1,2.2,0,12.1,2.2,0,0,0,SHALLOW,PN059A
1987,0,0,12.2,2.2,0,12.2,2.2,0,0,0,SHALLOW,EI366
1990,999999,0,12.3,2.2,0,12.3,2.2,0,0,0,SHALLOW,MP181
1996,999999,0,11.6,2.1,0,11.6,2.1,0,0,0,SHALLOW,MI586
1980,71474,0.2,11.1,2.1,0.2,11.1,2.1,0,0,0,SHALLOW,SA011
1989,0,0,11.7,2.1,0,11.7,2.1,0,0,0,SHALLOW,VK124
1977,10131,0.8,7.6,2.1,0.8,7.6,2.1,0,0,0,SHALLOW,GA144
1984,999999,0,11.9,2.1,0,11.9,2.1,0,0,0,SHALLOW,VR069
1996,999999,0,11.8,2.1,0,11.8,2.1,0,0,0,SHALLOW,MO819
1984,0,0,11.7,2.1,0,11.7,2.1,0,0,0,SHALLOW,PN058A
1993,455203,0,11,2,0,11,2,0,0,0,SHALLOW,MU789
1975,42855,0.2,10.1,2,0.2,10.1,2,0,0,0,SHALLOW,HI542A
1984,999999,0,11.2,2,0,11.2,2,0,0,0,SHALLOW,EI336
1987,999999,0,11.1,2,0,11.1,2,0,0,0,SHALLOW,CA031
1990,321439,0,11,2,0,11,2,0,0,0,SHALLOW,MI591
1977,430966,0,11.1,2,0,11.1,2,0,0,0,SHALLOW,MU755
1989,0,0,11.4,2,0,11.4,2,0,0,0,SHALLOW,MO865
1988,0,0,11.1,2,0,11.1,2,0,0,0,SHALLOW,VK076
1978,999999,0,11.5,2,0,11.5,2,0,0,0,SHALLOW,HI414A
1982,999999,0,11.3,2,0,11.3,2,0,0,0,SHALLOW,GA384
2006,0,0,11,2,0,11,2,0,0,0,SHALLOW,PS1073
1983,75228,0.1,10.1,1.9,0.1,10.1,1.9,0,0,0,SHALLOW,HI163
2006,480953,0,10.8,1.9,0,10.8,1.9,0,0,0,SHALLOW,GA355
1987,999999,0,10.7,1.9,0,10.7,1.9,0,0,0,SHALLOW,HI014A
1982,65172,0.1,9.6,1.9,0.1,9.6,1.9,0,0,0,SHALLOW,GA213
2001,33446,0.3,9,1.9,0.3,9,1.9,0,0,0,SHALLOW,EC368
2006,9427,0.7,6.8,1.9,0.7,6.8,1.9,0,0,0,SHALLOW,ST223
1988,1521,1.5,2.2,1.9,1.5,2.2,1.9,0,0,0,SHALLOW,MP141
1990,999999,0,10.8,1.9,0,10.8,1.9,0,0,0,SHALLOW,WC491
1995,373415,0,10.1,1.8,0,10.1,1.8,0,0,0,SHALLOW,VR100
1985,6381,0.9,5.5,1.8,0.8,5.2,1.7,0.1,0.3,0.1,SHALLOW,ST287
2003,999999,0,9.9,1.8,0,9.9,1.8,0,0,0,ULTRA-DEEP,LL050
1987,10575,0.6,6.8,1.8,0.6,6.8,1.8,0,0,0,SHALLOW,WD038
1978,56807,0.2,9.2,1.8,0.2,9.2,1.8,0,0,0,SHALLOW,EC026
1991,368027,0,10.1,1.8,0,10.1,1.8,0,0,0,SHALLOW,BA475
1988,151302,0.1,9.9,1.8,0.1,9.9,1.8,0,0,0,SHALLOW,MP139
1977,0,0,10.1,1.8,0,10.1,1.8,0,0,0,SHALLOW,WC254
1993,93120,0.1,9.4,1.8,0.1,9.4,1.8,0,0,0,SHALLOW,HI093
1986,999999,0,10.3,1.8,0,10.3,1.8,0,0,0,SHALLOW,SM172
1990,37779,0.2,8.7,1.8,0.2,8.7,1.8,0,0,0,SHALLOW,VR275
1979,142709,0.1,9.5,1.8,0.1,9.5,1.8,0,0,0,SHALLOW,PL015
1999,22672,0.3,7.6,1.7,0.3,7.6,1.7,0,0,0,SHALLOW,SS103
1982,999999,0,9.5,1.7,0,9.5,1.7,0,0,0,SHALLOW,WC425
1984,108442,0.1,8.9,1.7,0.1,8.9,1.7,0,0,0,SHALLOW,SA007
1980,999999,0,9.7,1.7,0,9.7,1.7,0,0,0,SHALLOW,SS237
1977,0,0,9.6,1.7,0,9.6,1.7,0,0,0,SHALLOW,SM257
1997,18768,0.4,7.5,1.7,0.4,7.5,1.7,0,0,0,SHALLOW,GC020
2004,64969,0.1,8.8,1.7,0.1,8.8,1.7,0,0,0,SHALLOW,EI304
1966,999999,0,9.4,1.7,0,9.4,1.7,0,0,0,SHALLOW,EC224
1982,999999,0,9.6,1.7,0,9.6,1.7,0,0,0,SHALLOW,SM274
1982,22354,0.3,7.5,1.7,0.3,7.5,1.7,0,0,0,SHALLOW,EC002
1986,999999,0,8.8,1.6,0,8.8,1.6,0,0,0,SHALLOW,HI183A
2000,33444,0.2,7.7,1.6,0.2,7.7,1.6,0,0,0,SHALLOW,MP150
1990,95158,0.1,8.3,1.6,0.1,8.3,1.6,0,0,0,SHALLOW,HI262
1983,999999,0,8.8,1.6,0,8.8,1.6,0,0,0,SHALLOW,GA127A
1978,999999,0,8.8,1.6,0,8.8,1.6,0,0,0,SHALLOW,GA133A
2002,98547,0.1,7.9,1.5,0.1,7.9,1.5,0,0,0,SHALLOW,ST187
1987,0,0,8.5,1.5,0,8.5,1.5,0,0,0,SHALLOW,VK032
1998,179635,0,8.4,1.5,0,8.4,1.5,0,0,0,SHALLOW,HI235
1995,999999,0,8.4,1.5,0,8.4,1.5,0,0,0,SHALLOW,EC136
1984,0,0,8.4,1.5,0,8.4,1.5,0,0,0,SHALLOW,PN072A
1976,999999,0,8.7,1.5,0,8.7,1.5,0,0,0,SHALLOW,HI352A
1995,0,0,8.5,1.5,0,8.5,1.5,0,0,0,SHALLOW,HI451A
1988,999999,0,8.6,1.5,0,8.6,1.5,0,0,0,SHALLOW,EC117
1988,1453,1.2,1.8,1.5,1.2,1.8,1.5,0,0,0,SHALLOW,EW991
1982,999999,0,8.3,1.5,0,8.3,1.5,0,0,0,SHALLOW,MU791
1994,104132,0.1,7.3,1.4,0.1,7.3,1.4,0,0,0,SHALLOW,GA325
1986,0,0,7.9,1.4,0,7.9,1.4,0,0,0,SHALLOW,MO914
2008,3167,0.9,2.8,1.4,0.9,2.8,1.4,0,0,0,SHALLOW,HI589A
1979,229943,0,7.6,1.4,0,7.6,1.4,0,0,0,SHALLOW,SM113
1978,231020,0,7.7,1.4,0,7.7,1.4,0,0,0,SHALLOW,GA157A
1969,414527,0,7.7,1.4,0,7.7,1.4,0,0,0,SHALLOW,BA541
1971,999999,0,8.1,1.4,0,8.1,1.4,0,0,0,SHALLOW,MP099
1990,0,0,7.9,1.4,0,7.9,1.4,0,0,0,SHALLOW,MO947
1995,99459,0.1,7.2,1.4,0.1,7.2,1.4,0,0,0,SHALLOW,GA034A
1984,999999,0,8.1,1.4,0,8.1,1.4,0,0,0,SHALLOW,VR223
2001,0,0,8,1.4,0,8,1.4,0,0,0,SHALLOW,PN912
1999,56051,0.1,6.9,1.4,0.1,6.9,1.4,0,0,0,SHALLOW,PL017
1989,0,0,7.7,1.4,0,7.7,1.4,0,0,0,SHALLOW,PE881
1983,0,0,7.9,1.4,0,7.9,1.4,0,0,0,SHALLOW,CA014
1996,11007,0.5,5.2,1.4,0.5,5.2,1.4,0,0,0,SHALLOW,SS361
1982,403926,0,7.2,1.3,0,7.2,1.3,0,0,0,SHALLOW,MP029
2002,999999,0,7.4,1.3,0,7.4,1.3,0,0,0,SHALLOW,WC347
1990,132750,0.1,7.2,1.3,0.1,7.2,1.3,0,0,0,SHALLOW,SS062
1990,0,0,7.5,1.3,0,7.5,1.3,0,0,0,SHALLOW,VK027
2000,31749,0.2,6.4,1.3,0.2,6.4,1.3,0,0,0,SHALLOW,MP086
2004,999999,0,7.3,1.3,0,7.3,1.3,0,0,0,SHALLOW,WC424
1988,0,0,7.4,1.3,0,7.4,1.3,0,0,0,SHALLOW,VK024
1988,0,0,7.5,1.3,0,7.5,1.3,0,0,0,SHALLOW,CA038
2004,777166,0,7.1,1.3,0,7.1,1.3,0,0,0,SHALLOW,EI395
1975,662589,0,7.5,1.3,0,7.5,1.3,0,0,0,SHALLOW,EC303
1982,6153,0.6,3.7,1.3,0.6,3.7,1.3,0,0,0,SHALLOW,WD067
2002,999999,0,7.1,1.3,0,7.1,1.3,0,0,0,DEEP,MC066
2006,999999,0,6.7,1.2,0,6.7,1.2,0,0,0,SHALLOW,CA032
1987,999999,0,6.9,1.2,0,6.9,1.2,0,0,0,SHALLOW,CA041
2006,21294,0.2,5.3,1.2,0.2,5.3,1.2,0,0,0,SHALLOW,SS138
1990,0,0,6.6,1.2,0,6.6,1.2,0,0,0,SHALLOW,MP256
2006,0,0,6.5,1.2,0,6.5,1.2,0,0,0,SHALLOW,PS1133
2004,999999,0,6.9,1.2,0,6.9,1.2,0,0,0,SHALLOW,WC546
1985,241894,0,6.7,1.2,0,6.7,1.2,0,0,0,SHALLOW,MP217
1990,84683,0.1,6.2,1.2,0.1,6.2,1.2,0,0,0,SHALLOW,GB142
1984,999999,0,6.7,1.2,0,6.7,1.2,0,0,0,SHALLOW,WC604
1985,999999,0,6.6,1.2,0,6.6,1.2,0,0,0,SHALLOW,WC663
1988,33232,0.2,6,1.2,0.2,6,1.2,0,0,0,SHALLOW,EC106
1987,149220,0,6.7,1.2,0,6.7,1.2,0,0,0,DEEP,MC285
2003,999999,0,6.5,1.2,0,6.5,1.2,0,0,0,SHALLOW,GB197
1990,850402,0,6.5,1.2,0,6.5,1.2,0,0,0,SHALLOW,EC306
2008,1025,1,1.1,1.2,1,1.1,1.2,0,0,0,SHALLOW,GI054
1987,999999,0,7,1.2,0,7,1.2,0,0,0,SHALLOW,MP159
1988,0,0,6.8,1.2,0,6.8,1.2,0,0,0,SHALLOW,VR257
1994,0,0,6.7,1.2,0,6.7,1.2,0,0,0,SHALLOW,VK252
1998,527587,0,6.7,1.2,0,6.7,1.2,0,0,0,SHALLOW,VR087
2004,1043,1,1,1.2,1,1,1.2,0,0,0,DEEP,GC646
1991,430625,0,6.5,1.2,0,6.5,1.2,0,0,0,SHALLOW,EI289
2000,285528,0,6.4,1.2,0,6.4,1.2,0,0,0,SHALLOW,HI202
1999,999999,0,6,1.1,0,6,1.1,0,0,0,SHALLOW,PN1010
2006,14691,0.3,4.5,1.1,0.3,4.5,1.1,0,0,0,SHALLOW,SS053
2006,158307,0,5.7,1.1,0,5.7,1.1,0,0,0,SHALLOW,MP200
1977,228505,0,6.2,1.1,0,6.2,1.1,0,0,0,SHALLOW,VR407
1985,8511,0.4,3.8,1.1,0.4,3.8,1.1,0,0,0,DEEP,GC075
1980,614868,0,6.3,1.1,0,6.3,1.1,0,0,0,SHALLOW,EC364
1998,5991,0.6,3.3,1.1,0.6,3.3,1.1,0,0,0,SHALLOW,GI068
1998,51577,0.1,5.7,1.1,0.1,5.7,1.1,0,0,0,SHALLOW,MP162
1997,0,0,6.4,1.1,0,6.4,1.1,0,0,0,SHALLOW,VK944
2002,999999,0,6,1.1,0,6,1.1,0,0,0,SHALLOW,WC416
1984,999999,0,5.9,1.1,0,5.9,1.1,0,0,0,SHALLOW,WC391
2000,999999,0,6.1,1.1,0,6.1,1.1,0,0,0,SHALLOW,ST250
1985,999999,0,6.3,1.2,0,6,1.1,0,0.3,0.1,SHALLOW,ST242
2002,34636,0.2,5.5,1.1,0.2,5.5,1.1,0,0,0,SHALLOW,HI198
1984,669047,0,6,1.1,0,6,1.1,0,0,0,SHALLOW,MP039
1989,999999,0,6.2,1.1,0,6.2,1.1,0,0,0,SHALLOW,HI260A
2000,1036,0.8,0.9,1,0.8,0.9,1,0,0,0,DEEP,AT063
1985,999999,0,5.9,1,0,5.9,1,0,0,0,SHALLOW,CA024
1990,0,0,5.7,1,0,5.7,1,0,0,0,SHALLOW,MP234
1986,0,0,5.5,1,0,5.5,1,0,0,0,SHALLOW,SS278
1979,999999,0,5.8,1,0,5.8,1,0,0,0,SHALLOW,WC359
2006,999999,0,5.7,1,0,5.7,1,0,0,0,SHALLOW,WC342
1989,999999,0,5.8,1,0,5.8,1,0,0,0,SHALLOW,WC398
2002,3834,0.6,2.3,1,0.6,2.3,1,0,0,0,SHALLOW,EI355
2006,0,0,5.5,1,0,5.5,1,0,0,0,SHALLOW,MP166
1987,692644,0,5.4,1,0,5.4,1,0,0,0,SHALLOW,MU752
1985,544419,0,5.7,1,0,5.7,1,0,0,0,SHALLOW,EI287
1986,498316,0,5.4,1,0,5.4,1,0,0,0,SHALLOW,WC236
2006,15738,0.3,4.1,1,0.3,4.1,1,0,0,0,SHALLOW,EI166
2009,963108,0,5.6,1,0,5.5,1,0,0.1,0,SHALLOW,CA043
2000,214167,0,5.3,1,0,5.3,1,0,0,0,SHALLOW,EI288
1994,73331,0.1,5.5,1,0.1,5.5,1,0,0,0,SHALLOW,MP242
1996,999999,0,5.7,1,0,5.7,1,0,0,0,SHALLOW,EW977
1990,132790,0,5.1,1,0,5.1,1,0,0,0,SHALLOW,GA291
1989,325913,0,5.1,0.9,0,5.1,0.9,0,0,0,SHALLOW,GA192A
2004,16241,0.2,3.9,0.9,0.2,3.9,0.9,0,0,0,SHALLOW,EI113B
1980,999999,0,5.1,0.9,0,5.1,0.9,0,0,0,SHALLOW,PN913
2001,156030,0,4.9,0.9,0,4.9,0.9,0,0,0,SHALLOW,MP020
1986,439327,0,5.2,0.9,0,5.2,0.9,0,0,0,SHALLOW,BA398
1968,268297,0,5.2,0.9,0,5.2,0.9,0,0,0,SHALLOW,BA506
2008,8257,0.3,2.9,0.9,0.3,2.9,0.9,0,0,0,DEEP,VK821
1988,260657,0,5,0.9,0,5,0.9,0,0,0,SHALLOW,GA351
1988,0,0,4.8,0.9,0,4.8,0.9,0,0,0,SHALLOW,EC196
1996,6502,0.4,2.7,0.9,0.4,2.7,0.9,0,0,0,SHALLOW,WD060
1987,999999,0,4.8,0.9,0,4.8,0.9,0,0,0,SHALLOW,GA096A
2006,0,0,4.3,0.8,0,4.3,0.8,0,0,0,SHALLOW,GA039A
2000,999999,0,4.4,0.8,0,4.4,0.8,0,0,0,SHALLOW,MP267
1981,198253,0,4.2,0.8,0,4.2,0.8,0,0,0,SHALLOW,MP128
1991,999999,0,4.7,0.8,0,4.7,0.8,0,0,0,SHALLOW,MP206
2004,0,0,4.6,0.8,0,4.6,0.8,0,0,0,DEEP,GC178
1987,23460,0.2,3.8,0.8,0.2,3.8,0.8,0,0,0,SHALLOW,EC377
1984,999999,0,4.5,0.8,0,4.5,0.8,0,0,0,SHALLOW,GA465
2001,999999,0,4.5,0.8,0,4.5,0.8,0,0,0,SHALLOW,PN012A
1987,0,0,4.4,0.8,0,4.4,0.8,0,0,0,SHALLOW,CA037
2004,74269,0.1,4,0.8,0.1,4,0.8,0,0,0,SHALLOW,SS101
1990,999999,0,4.7,0.8,0,4.7,0.8,0,0,0,SHALLOW,HI295A
2006,227403,0,4.6,0.8,0,4.6,0.8,0,0,0,SHALLOW,GI070
